Avg._Area_Income,Avg._Area_House_Age,Avg._Area_Number_of_Rooms,Avg._Area_Number_of_Bedrooms,Area_Population,Price,Address,Price_per_Bedroom
59195.33,5.95,7.87,3.24,30774.75,962081.42,"30920 Griffin Club
New Kimberlyfort, TN 88640",296938.71
56909.83,5.85,7.62,4.09,36794.2,1049798.78,"01713 Katherine Court
New Susanside, WI 21196",256674.52
66959.34,5.37,6.39,2.27,36043.02,1040781.8,"580 Maxwell Extensions Suite 388
West Carly, WV 33983",458494.19
52267.25,6.65,8.51,3.48,25983.52,1100380.26,"343 Burns Drives
Kathleenhaven, AL 73693",316201.22
38868.25,6.97,8.97,4.22,25432.08,759044.69,"86840 Jonathon Field
Stevenport, KY 45694-2395",179868.41
67466.3,6.21,5.82,4.09,47444.71,1283764.79,"847 Wesley Vista Suite 668
Butlermouth, IN 29187",313878.92
67453.08,6.03,5.55,2.09,49085.96,1162949.68,"8049 Joseph Ville
Austinshire, OH 39898-5331",556435.25
64405.65,8.01,7.88,6.12,42611.54,1420979.18,"65018 Mcdonald Dam
Hineston, FL 55892",232186.14
62485.9,6.13,7.24,3.29,32428.13,972670.81,"Unit 2473 Box 7729
DPO AA 36548-9176",295644.62
84613.54,7.09,6.81,4.18,43480.7,1804243.86,"0559 Bryan Plains
Christinaburgh, KY 52933",431637.29
69616.21,5.35,7.4,6.38,14476.76,836883.57,"9086 Sarah Pass Apt. 676
Padillamouth, AK 72972-4551",131172.97
68173.77,5.21,7.07,3.16,57699.96,1294647.59,"647 Michael Cliff Suite 122
Evanschester, NY 62341",409698.6
80431.04,5.47,6.32,4.05,34615.6,1300479.13,"35149 Dawson Valley
West Juliehaven, GU 84851-7166",321105.96
66098.57,5.88,6.59,2.13,28433.85,1040377.0,"USCGC Guzman
FPO AE 96158-4679",488439.91
63866.37,6.47,5.86,2.02,33288.96,1193253.8,"531 Peck Park
North Johnport, MA 11372",590719.7
76960.78,4.91,7.45,3.21,55375.67,1618127.61,"46521 Williams Mall
West Richard, OK 68233",504089.6
75595.7,5.01,6.69,3.4,30177.12,1113856.54,"61875 Sheila Branch Apt. 296
Stephanieshire, NY 63229-2478",327604.86
68214.14,6.83,7.62,5.29,37311.66,1706291.99,"2079 Little Flats Suite 920
East Stevenville, MA 36496",322550.47
50881.91,5.38,5.12,3.22,35777.29,658644.62,"294 Angela Common
Laurieshire, ME 68533-3663",204548.02
63781.0,6.69,7.77,5.02,35056.45,1168993.74,"940 Jones Roads Apt. 703
Ericport, CA 59316",232867.28
73193.44,5.31,5.12,4.08,35707.76,1123209.85,"26579 Janice Club
New Steven, VI 56204-3194",275296.53
73875.68,4.93,6.5,2.09,34332.42,915818.45,"332 Cabrera Shoal Apt. 452
New John, WI 34660",438190.65
76402.51,4.57,6.4,3.24,30636.46,1134142.92,"USS Nixon
FPO AE 74737-2918",350044.11
76221.79,6.47,8.3,3.16,30324.19,1589765.5,"6557 David Corners Apt. 844
Cooperfurt, FL 23835-5841",503090.35
53630.32,3.45,7.05,3.06,43358.57,552585.35,"42201 Brandon Brooks
East Justin, MT 68266",180583.45
70488.78,6.71,7.48,6.33,38326.0,1352917.18,"2412 Terrence Stream Apt. 340
East Juanland, AZ 60790",213730.99
76149.22,3.43,7.38,4.31,30532.99,1043281.29,"106 Scott Plain
North Audrey, AZ 04363-0913",242060.62
63748.24,6.25,8.54,6.21,47926.41,1589431.17,"26516 Tiffany Walk Suite 287
Gillside, AZ 62937",255947.05
73038.22,6.5,6.92,4.47,32508.91,1348883.32,"11766 Gallegos Falls Suite 762
Stevenbury, KY 91300",301763.61
76992.82,6.53,6.05,4.46,24874.04,1212440.29,"8188 Henry Gardens
Port Rogerberg, OK 27962-5231",271847.6
89510.92,5.86,8.22,6.48,29766.44,1580727.45,"10694 Amanda Orchard
Cassandraport, WI 70523",243939.42
70438.39,5.84,6.56,3.2,29990.63,1215288.49,"729 Singh Drives Suite 258
Roberttown, KS 39950",379777.65
64345.07,6.18,6.71,3.18,48621.17,1391788.85,"119 Thompson Place
Christinaton, DE 48205",437669.45
65901.48,6.0,8.1,6.35,32810.14,1127248.61,"Unit 5691 Box 8533
DPO AE 09658",177519.47
58858.02,7.03,7.47,5.24,23978.59,1234609.74,"USS Brown
FPO AE 78902-0715",235612.55
59716.58,5.08,4.46,2.01,49859.5,936234.35,"73567 Daniel Ville Apt. 562
Vanessamouth, MP 12924-0251",465788.23
89112.7,6.57,8.02,3.46,29673.02,1852338.47,"2948 Andrews Cliffs Apt. 191
Jessicaview, GU 74128",535357.94
85522.89,6.02,9.02,4.37,49257.85,2009937.7,"494 Kathleen Route Apt. 078
East Tracichester, FM 41408",459939.98
50005.05,7.63,5.87,4.48,32614.78,828127.03,"41386 Casey Mission Apt. 524
Leslieport, WY 14692",184849.78
71491.38,6.43,8.9,3.41,42631.84,1661119.5,"441 Bell Roads
Howardfurt, MN 15904",487131.82
65608.61,7.57,6.74,3.15,28774.43,1295901.45,"1039 Danielle Overpass Apt. 032
Smithville, SC 96125-9024",411397.29
65431.32,5.41,7.54,6.43,23365.44,989643.03,"112 Jennifer Locks Suite 881
West Mark, VA 43382-8111",153910.27
81909.51,8.54,6.63,2.0,30777.97,1788515.82,"183 Brendan Trace Suite 990
Millerside, FL 28725",894257.91
82514.3,7.13,7.79,5.09,32252.14,1814855.15,"Unit 6643 Box 2423
DPO AA 82069",356553.07
72764.93,5.91,8.0,5.07,19595.96,1170705.17,"4903 Burgess Square
New Julie, NY 69102",230908.32
55288.84,6.19,8.35,6.41,31144.66,1090788.98,"386 Johnson Shoal Apt. 607
Lydiashire, OH 14525-4403",170169.89
59420.35,4.61,5.76,2.25,20691.48,440585.03,"6441 Devin Cape Suite 400
East Donald, LA 54008",195815.57
59042.58,7.25,6.44,4.5,33182.44,1029439.23,"85315 Jason Junctions
Katherinestad, MH 96677-4715",228764.27
76650.59,3.41,7.02,6.08,36333.95,828120.95,"911 Bean Spurs
New John, MO 60974",136204.1
59912.82,6.74,5.81,2.02,38092.93,985283.88,"9936 April Plain
South Robert, AR 47420-4991",487764.3
69544.13,5.3,6.14,4.29,27071.53,879062.59,"2114 James Oval Apt. 035
Bryanburgh, AR 85968",204909.69
56588.24,4.93,5.23,4.32,38132.46,609402.78,"1214 Dennis Skyway
East Pamelastad, HI 95893",141065.46
66269.51,6.83,8.19,3.26,18114.58,1168859.12,"13878 Lori Points
Butlerberg, AZ 93348-9767",358545.74
74890.94,6.96,7.0,2.3,25333.87,1307506.57,"186 Bradley Locks Suite 428
Mccannview, IL 91770",568481.12
71053.69,7.01,7.45,6.48,29359.21,1357250.57,"096 Thompson Land Apt. 282
Gutierrezside, MH 02278",209452.25
60721.1,6.44,6.94,4.2,29978.66,1181630.63,"793 Landry Mountain
South Shannon, PA 26333",281340.63
70204.39,6.37,6.49,4.11,38773.09,1294615.01,"035 Murray Greens Suite 071
North Richardstad, ND 69006-6808",314991.49
62347.25,4.46,7.41,5.42,37499.01,911656.11,"953 Owens Brook
West Jonathan, AZ 20829",168202.23
73688.59,6.26,7.58,3.42,30994.8,1149327.66,"USNS Smith
FPO AA 61423-8670",336060.72
45685.25,5.34,8.09,5.02,30345.59,867714.38,"708 Murray Motorway Suite 993
Adamhaven, FL 90718",172851.47
70689.36,5.87,6.46,3.29,21350.1,973068.56,"PSC 7179, Box 6714
APO AA 57159",295765.52
74510.79,5.83,7.93,5.19,9579.07,1084408.44,"0543 Michele Spring
Gouldville, ND 34180-6287",208941.9
98468.25,7.04,6.63,3.05,50676.31,2275455.31,"USNV Hoffman
FPO AA 45311-5701",746050.92
69275.05,6.13,6.25,2.5,40144.75,1233205.2,"31046 Aaron Ways
Bryantown, AL 26462",493282.08
65969.71,7.33,8.02,4.09,61772.76,1906024.64,"6609 Andrew Extension
Emilyland, MP 55694",466020.69
65897.66,6.16,6.52,3.01,49667.61,1412626.52,"474 Mckinney Underpass
Lake Andreaview, CA 16833",469311.14
72110.5,6.99,7.05,5.33,23411.95,1208761.06,"952 Richard Spring Apt. 574
Moniquemouth, WA 18628",226784.44
82069.66,5.49,6.37,2.38,47005.5,1710924.37,"547 Ashley Knoll Apt. 840
North Veronica, LA 13077-7129",718875.79
47422.75,5.89,5.34,2.16,42771.41,750119.73,"08059 Bailey Fort
Sandovalland, NJ 68704",347277.65
71713.8,6.45,7.85,6.15,26861.13,1361828.85,"5672 Barton Port
Gonzalesborough, PR 77884",221435.59
42348.16,6.79,8.39,6.41,33609.69,904785.16,"329 Duke Rest
South Juanport, GU 60058",141152.13
61393.05,4.39,7.87,6.33,44258.9,980141.22,"PSC 0015, Box 2446
APO AP 94869-0746",154840.64
63783.53,5.68,6.43,2.0,32620.41,798254.22,"2277 Cody Island
Lake Frank, NJ 80726-0483",399127.11
59803.15,6.71,6.91,4.05,30788.3,1026505.82,"5262 Dean Divide
Billyland, FL 74609",253458.23
92201.21,5.24,6.45,4.03,45452.28,1692335.96,"4931 Kristin Cape
Christineburgh, ND 06300",419934.48
75967.14,5.94,6.11,2.32,38897.09,1405505.24,"6395 Bruce Passage
New Michelle, AL 72494",605821.22
61300.28,5.76,7.11,3.35,33922.63,946182.05,"1174 Jessica Mill Apt. 360
Port Mariafort, NV 90740",282442.4
77695.0,6.72,6.31,2.34,42122.54,1723775.01,"71136 Elizabeth Parks
Watkinsshire, NE 69474-2127",736655.99
66764.4,5.1,8.65,6.18,28467.21,1238406.19,"0748 Richard Lodge
East Mary, NM 61589-8091",200389.35
56734.16,6.51,7.57,6.45,35452.59,1317160.4,"243 Singh Course
Hodgeston, WA 03755",204210.91
66138.17,5.45,7.18,4.42,40675.8,1155752.74,"02787 Arthur Plain
Wernerbury, IL 60921",261482.52
48747.16,6.19,8.85,5.49,31266.9,1040086.66,"8172 West Gardens
Kevinshire, MD 69882",189451.12
73101.22,4.64,7.39,6.32,39998.46,1266947.26,"92604 Mcintyre Ridge
East Kelseyport, DE 66874-2943",200466.34
69248.81,5.65,6.7,3.5,57771.29,1422230.96,"1500 Brandon Green
South Julia, NM 84899",406351.7
49825.85,6.36,8.38,6.15,46399.81,1224778.62,"4405 Smith Harbor
Port Margaret, GU 67322",199151.0
67557.22,6.04,6.19,2.49,18468.81,973096.36,"2713 Flynn Port
Bentleyshire, IN 06799-9053",390801.75
59047.8,4.95,7.53,3.36,26365.15,512252.8,"0585 Lee Park Suite 358
Dannyland, DE 84315-4350",152456.19
60889.39,6.11,6.41,3.47,32997.64,906419.32,"4199 Jasmine Burg
Deannafort, AL 94097-4514",261215.94
75409.22,4.86,7.33,3.32,33413.27,1114667.25,"771 Donna Ports
Davidville, NE 67388",335743.15
60770.07,6.7,6.98,2.07,38047.13,1278365.77,"1529 Mary Flats
East Amberberg, NY 70047-7365",617568.0
92106.8,6.31,6.75,4.1,32483.36,1720670.88,"50504 Mary Neck Suite 023
Johnberg, CO 27193-0079",419675.82
77256.68,6.32,7.38,4.35,31886.71,1534295.2,"737 Regina View Apt. 523
South Markberg, NE 49825",352711.54
69071.9,5.8,7.08,3.12,32106.89,1066040.79,"21685 Jake Pike
Geneshire, GU 25597-6641",341679.74
79817.67,6.02,8.07,5.41,31765.9,1428399.0,"PSC 3949, Box 6921
APO AE 76349",264029.39
85172.83,3.94,5.51,2.17,26018.02,855423.98,"422 Louis Road Suite 452
Heathermouth, VA 53491-4837",394204.6
63765.47,4.83,5.91,2.2,44863.71,853084.15,"5595 Nguyen Shores
Watkinsbury, OH 29757-3635",387765.52
71028.18,3.9,6.62,2.5,43922.63,934610.4,"3757 Price Rue
East Colin, MD 62622-8672",373844.16
82681.24,6.21,7.94,3.4,30054.86,1571781.59,"Unit 5870 Box 7773
DPO AA 32148",462288.7
49435.54,6.54,6.05,3.34,43442.0,927163.81,"289 Becky Flats Apt. 257
West Kara, IL 19071-5078",277593.96
69139.68,6.53,6.79,4.49,29683.81,1227568.96,"458 David Gardens
South Russellside, MN 47598",273400.66
52642.48,3.92,7.16,4.46,50133.02,671802.04,"39214 Jason Street
East Danielle, NY 02125",150628.26
88345.96,6.73,5.78,3.06,41216.26,1705918.18,"46067 Diane Shoal Suite 965
Lake Mark, VT 89656-1372",557489.6
70558.84,5.92,7.59,5.43,24867.5,1198915.94,"340 Savannah Rapid Apt. 911
New Chelseaville, SD 39482",220794.83
55242.59,5.92,7.87,4.29,48812.88,1230097.45,"USNS Martinez
FPO AP 84604",286736.0
50802.67,6.8,6.91,4.18,23725.78,764636.0,"181 Peterson Vista
Gonzalezview, WY 90756-4263",182927.27
79700.74,6.16,8.67,6.38,31348.74,1553854.43,"429 Leslie Circle Apt. 738
Brookefort, OH 61661-9485",243550.85
68400.24,5.66,6.72,3.2,51988.7,1451930.63,"5116 Diamond Port Apt. 805
Petersonview, MT 95861",453728.32
59107.29,7.11,6.45,2.29,37556.11,1063491.81,"03274 Matthews Summit
North Lisa, AZ 80100-6646",464406.9
71650.46,6.54,6.57,4.03,33925.42,1226180.77,"0927 Sharon Island Apt. 806
Shannonfurt, IA 29955",304263.22
51168.43,7.51,7.08,3.1,30369.19,1220987.0,"041 Amanda Port
West Davidfurt, NE 83057-8557",393866.77
82635.34,6.4,7.07,6.48,33770.24,1480227.55,"4163 Brooke Village
Jonathanmouth, OK 18359",228430.18
76126.01,6.71,5.39,4.48,51054.52,1641873.97,"41652 Derek Islands Apt. 144
South Andrew, VT 91988",366489.73
83320.0,6.24,6.13,3.03,31552.54,1262963.86,"81551 Carla Drives
West Kaylastad, WY 42793-0307",416819.76
85468.53,4.74,7.02,5.43,46505.79,1444572.97,"30334 Maria Port Apt. 948
Averyshire, MS 98224",266035.54
81665.58,5.57,6.05,4.35,34753.88,1358983.47,"140 Castaneda Hills Suite 975
East Bethany, AR 46807-8183",312409.99
74385.14,3.61,6.08,2.07,20951.35,635530.84,"895 Valerie Bypass Suite 510
Harrisonton, NH 97852",307019.73
86818.07,6.0,6.24,3.11,41440.43,1670183.17,"94173 Garcia Underpass Suite 047
South Richard, NJ 83173-9962",537036.39
63911.62,5.73,6.85,2.43,15576.45,841236.17,"18224 Michael Island Suite 910
Port Danielburgh, AZ 34355",346187.72
84095.89,6.22,8.04,3.11,21330.99,1581865.56,"757 Daniel Fort
South Lori, NV 10326-1054",508638.44
58435.26,6.93,7.83,3.02,61205.81,1841495.51,"6511 Stacy Inlet Apt. 152
Kennethstad, PR 56385",609766.73
78229.55,5.77,6.31,4.16,60747.2,1891398.26,"744 Collins Extensions
Nicholasborough, MS 76961",454663.04
78160.31,6.94,7.93,5.43,39984.96,1832230.09,"49501 John Rapids
Buckborough, ID 73832",337427.27
72757.63,4.05,7.57,6.35,39088.4,1062095.47,"8954 Jenkins Isle
North Douglasfort, MO 52507",167259.13
48125.48,7.45,6.45,4.42,40090.91,970044.67,"85920 Freeman Inlet Apt. 313
Robertsonstad, MI 36075-5741",219467.12
76883.49,7.39,7.44,3.04,26262.51,1528900.86,"549 Mccoy Forges Apt. 808
Rojasside, KY 46664",502927.91
69266.09,5.89,7.15,3.4,37180.5,1107159.78,"3505 Daniel Landing
Ariasland, SD 52630-5212",325635.23
71445.08,6.1,8.26,3.1,24318.53,1300031.23,"76586 Richard Lodge Apt. 408
Chandlerport, TX 40049",419364.91
77467.77,5.78,5.94,4.26,43628.95,1547737.0,"6234 Anderson Drives
North Madelineland, MN 85905-7927",363318.54
78578.34,3.24,8.1,4.19,35399.91,1248741.86,"72180 Valenzuela Rest
Robertsfort, VA 90251-7664",298029.08
58909.31,5.71,7.7,6.38,40865.82,1205568.37,"USS Ellis
FPO AA 53370-1758",188960.56
67270.84,4.61,7.35,4.5,33036.3,993637.09,"USNS Gates
FPO AP 00484",220808.24
76908.24,6.11,8.18,4.4,51630.42,1813856.31,"765 John Falls Apt. 380
South Kathrynshire, IN 61674-7121",412240.07
81272.4,7.12,7.17,3.33,44406.46,1822438.42,"0479 Todd Prairie
New Kimberlybury, MH 04334",547278.8
72827.49,5.14,8.75,5.32,14931.27,1166925.15,"908 Solis Curve Apt. 755
Elizabethton, MN 84599-0578",219346.83
69396.36,4.84,6.3,4.17,34932.29,952439.66,"791 Kim Row Apt. 381
East Jacobmouth, FM 47798",228402.8
75299.61,8.18,5.33,3.01,34129.24,1659100.12,"18940 Davis Point Suite 046
Melissahaven, LA 78621",551196.05
75258.78,6.72,5.59,4.32,37245.94,1181995.43,"2796 Anne Drive
North Kristinberg, AZ 79448",273610.05
71322.71,6.31,6.49,2.47,25948.64,1124042.95,"514 Soto Plain Apt. 353
Sarabury, IL 71896",455078.12
64429.98,6.44,7.48,3.31,39055.82,1219637.37,"42781 Herrera Court Apt. 072
North Ian, GU 91772-9544",368470.5
63797.58,5.69,7.31,4.38,26094.91,867082.84,"34363 Joshua Ville Suite 813
Cochranchester, PR 09069-3135",197964.12
70333.46,5.76,6.53,4.05,44795.53,1385978.98,"PSC 1222, Box 3820
APO AP 48458",342217.03
49345.42,6.28,8.12,5.04,15113.59,725040.9,"2178 Kelli Estate Suite 805
South Nicholaschester, NY 47584-5955",143857.32
56073.89,6.58,6.96,4.4,64149.68,1409762.12,"95985 West Expressway Apt. 355
Edwardsstad, KS 99645",320400.48
68419.33,5.87,7.55,6.08,30464.26,1036704.69,"030 Curtis Summit
North Rebecca, MP 93095-5357",170510.64
69654.36,3.59,8.07,3.48,27022.76,717273.19,"940 Kelsey Light Suite 026
Beckstad, GU 27370-7423",206112.99
96901.08,4.7,8.32,4.1,32824.8,1642478.74,"8054 Smith Underpass
Lake Brian, ID 44748-2012",400604.57
49160.3,5.08,7.99,6.13,28382.71,585440.43,"927 Robert Isle Suite 381
New Karen, MD 94991-2002",95504.15
48498.14,5.13,8.74,3.04,30749.64,602209.58,"944 Emily Keys Apt. 888
New Markshire, CA 98115",198095.26
73112.85,6.68,6.94,2.41,32126.77,1340227.28,"833 Price Wells Apt. 828
Port Timothy, MS 28892-5598",556110.9
57190.76,5.59,8.4,4.19,45340.78,1430051.09,"948 Rush Row Apt. 811
West Brian, IN 80835-6955",341300.98
67775.55,5.05,7.85,3.17,38345.58,1101120.26,"8601 Tyler Shore Suite 395
Hoopermouth, OR 94949-4346",347356.55
52599.09,6.64,8.44,3.03,31590.39,897223.43,"56740 Joshua Fort Apt. 838
New Jenniferhaven, IL 37913",296113.34
66655.97,6.38,6.97,4.35,36142.97,1409318.58,"900 Chase Mission
North Lisa, NY 95640-6024",323981.28
64635.46,5.17,7.61,3.38,37866.63,1226067.31,"9657 Russell Fords Apt. 246
Kennedymouth, CO 46084-1358",362741.81
87272.09,5.03,7.18,5.39,7522.33,910099.64,"20887 Kevin Estates
Amandamouth, LA 65867-3535",168849.65
77223.31,6.24,7.39,3.49,36454.3,1492009.56,"9753 Benjamin Extensions
Edwinberg, DC 77337",427509.9
74420.05,6.59,6.5,2.42,40250.89,1555806.04,"2856 Frank Pine
East Johnhaven, WV 12578-5561",642895.06
73611.69,4.76,7.77,4.23,38294.08,1487855.54,"827 Christina Divide
New Tanya, MO 26789-8710",351738.9
63320.14,6.4,7.96,3.44,22076.15,995144.11,"4178 Jeffery Turnpike Suite 589
West Matthewburgh, MI 73155",289286.08
82383.03,6.77,5.0,4.36,28614.54,1151006.08,"403 Christina Point Suite 032
Christopherbury, VA 89556-8621",263992.22
93876.43,6.3,7.26,6.1,29096.52,1760880.45,"533 Marcus Isle
Port Andrewland, OH 79835",288668.93
62717.68,6.02,6.02,2.01,38535.67,1067000.35,"5750 Ford Extension
Stacyhaven, CT 82973-2072",530845.95
84366.44,4.41,7.42,6.12,48150.25,1430796.76,"1896 Jenkins Rue Apt. 467
Kylehaven, RI 92088",233790.32
77208.64,4.8,6.95,2.08,28550.48,981753.24,"02802 Hahn Causeway
Lake Melissa, DC 18071-0272",471996.75
77177.45,3.97,5.8,3.1,52057.05,1102516.58,"4491 Giles Corners Suite 728
Mooreview, NJ 52329-7519",355650.51
80770.68,6.19,6.31,4.33,31518.01,1334377.31,"743 Patrick Ridge Apt. 072
Larryview, NE 78592-5823",308170.28
72915.04,5.47,7.13,5.06,42030.42,1395218.58,"4499 Tammy Pine
West Craig, MI 65307",275734.9
64826.87,5.59,7.15,3.29,36342.71,1227167.41,"3176 Mary Pass
Port Stephanieberg, ND 56793",372999.21
79575.25,5.23,5.86,2.11,43679.48,1315568.16,"978 Robles Knolls
Brewerborough, PW 55563-5751",623492.02
75302.11,6.3,8.48,6.4,33424.43,1643338.99,"219 Travis Avenue
Bushhaven, ME 65662",256771.72
76942.51,5.24,8.62,6.45,28717.96,1354417.56,"94779 Brenda Knoll Suite 885
Dunnmouth, MS 94475-9810",209987.22
70627.74,5.7,5.41,4.16,41602.02,1273868.06,"6892 Wallace Run Apt. 814
South Donshire, MD 97169",306218.28
65081.58,5.43,9.21,5.14,37594.49,1343824.22,"6628 Katherine Meadows Suite 009
Port Brittanyside, CT 81118",261444.4
72752.22,5.2,5.58,2.03,29034.32,692229.47,"USNV Clark
FPO AA 65570-1981",340999.74
72099.67,5.55,6.47,3.41,36902.15,1411054.32,"636 Smith Greens
Alexland, AK 05521",413798.92
51747.92,6.65,6.21,4.41,29749.62,832475.19,"908 Cruz Mill
Blanchardmouth, PA 23824",188769.88
56815.74,6.91,5.41,2.01,35516.41,1076334.1,"6142 Escobar Harbor Suite 967
Michaelview, AS 63065-8757",535489.6
60584.41,6.56,7.45,3.44,46635.77,1309829.94,"543 Sara Garden
Crystalshire, NE 46964-3440",380764.52
80238.59,4.99,7.02,3.22,34271.1,1130844.03,"9419 Sanders Loaf Apt. 390
South Davidchester, MP 66624-2587",351193.8
60062.7,4.17,7.38,3.24,45347.93,784503.36,"0612 Erin Fort Apt. 991
Davidton, RI 02859",242130.67
76339.62,5.22,8.19,3.32,45735.19,1378399.11,"99129 Kevin Hollow
Donnamouth, UT 61678-5704",415180.45
60319.43,6.66,7.25,4.38,33337.77,983537.51,"388 Wilkerson Mills Suite 408
Leeberg, RI 43961-2060",224551.94
91083.57,5.55,7.13,5.47,41734.83,1737981.53,"9790 Laura Trafficway Suite 464
Alexisside, LA 24093",317729.71
73327.76,5.49,7.39,5.28,41378.88,1314359.45,"058 Anthony Port
Christopherstad, SC 07665-9037",248931.71
54236.7,5.64,8.47,3.27,65857.93,1372969.31,"20665 David Well
Phillipsshire, WV 17695",419868.29
54726.7,5.68,6.92,4.41,38582.56,998855.58,"18815 Denise Heights
Port Matthew, TX 85582",226497.86
61247.33,6.08,6.92,2.04,61075.6,1473540.76,"21942 Robert Ranch Suite 773
Port Sonia, MO 99587-6354",722323.9
74551.97,6.89,7.5,6.18,44843.2,1816217.01,"9875 Moore View Apt. 474
New Joseph, MH 70496",293886.25
56962.45,6.35,6.06,3.16,43181.51,1127082.2,"0743 Reed Lakes Suite 463
Vincentfurt, MS 65562-5283",356671.58
59665.57,6.69,7.38,3.14,48128.96,1427832.12,"USNS Dyer
FPO AP 88305-9187",454723.61
72353.58,4.68,7.59,6.06,15395.06,959243.61,"912 Donna Junctions
Vaughanview, OR 53056",158291.02
55101.85,5.05,8.52,5.32,41219.32,1202452.73,"584 Grant Knoll
Tracyville, MS 25650",226024.95
62472.16,6.7,7.67,6.48,37618.68,1463442.91,"630 Holmes Forest Suite 327
Andersontown, CO 15518-2545",225839.96
79020.65,4.22,6.26,2.02,34405.48,1120851.52,"46937 Turner Skyway Suite 520
Deanstad, AK 34864",554876.99
56402.54,3.14,8.08,5.23,29689.7,696467.17,"97355 James Tunnel
Salinasstad, VT 17324-5801",133167.72
61056.15,4.14,8.46,5.03,18606.66,631656.47,"47560 Nichols Corners
Onealmouth, DC 36119",125577.83
55558.47,6.79,7.2,6.11,56250.46,1366988.24,"0259 Adams Lodge Apt. 351
Sheriberg, HI 10612-0102",223729.66
89760.92,6.08,7.0,6.06,54061.26,1919053.53,"25908 Jennifer Views Apt. 583
East Nicholasburgh, MI 59539",316675.5
55529.91,6.82,9.02,4.05,45008.24,1460341.01,"10469 Stacey Plaza Suite 263
Arnoldshire, AZ 57893-5832",360578.03
75534.28,4.55,7.1,6.46,27730.75,935488.61,"43020 Owens Glen Apt. 024
Marychester, SC 97268",144812.48
73266.0,4.67,5.71,4.12,30667.23,896246.15,"925 Valenzuela Cliff Apt. 431
East Adrian, MT 52071-0639",217535.47
61611.75,5.99,7.01,3.34,18947.56,894203.57,"066 Eric Stream
East Ashley, MA 15550-6377",267725.62
66790.96,5.56,7.37,6.22,47064.02,1353729.53,"39369 Beck Curve Suite 178
Kimberg, VT 29232",217641.4
69604.52,5.49,7.73,4.34,41785.91,1496177.42,"88372 Oneal Inlet Apt. 473
New Brandonfort, DC 34662-5333",344741.34
43241.98,6.44,6.7,2.39,29478.53,629657.61,"860 Graham Meadows Suite 412
East Kristenburgh, UT 74487",263455.07
51510.7,5.64,6.66,4.45,31773.29,549167.94,"06398 Adrian Forge Suite 341
North Charleschester, IA 99755",123408.53
80315.49,7.06,5.12,3.45,39733.6,1737582.28,"17480 Joshua Spring Suite 624
Port Mary, CO 02102",503647.04
65483.26,7.53,7.04,4.05,33303.47,1247281.7,"8362 Hudson Village Apt. 954
Goodmanbury, OH 71913",307970.79
92736.0,6.06,6.85,4.36,47376.47,1779899.0,"8049 Michele Gardens Suite 331
Michaelview, UT 38230-9272",408233.72
62678.34,5.13,6.47,3.45,44965.31,1032663.0,"89517 Troy Viaduct Suite 715
Port James, LA 69221-4243",299322.61
86583.93,6.1,7.13,5.16,45514.15,1815809.62,"583 Turner Harbor
Port Nicole, TX 75903-5950",351901.09
62369.71,6.7,6.54,2.24,47224.76,1387114.42,"107 Mcdonald Islands
West Tony, NY 69365",619247.51
55624.67,7.47,6.86,3.18,45644.24,1262012.93,"3924 Carter Mission
West Julie, PA 05439-6091",396859.41
63421.9,7.59,8.78,3.09,11511.39,1432318.47,"6295 Felicia Squares
Lake Natashashire, NE 10973",463533.49
77521.06,6.44,7.08,5.43,32624.65,1501622.13,"09839 Jonathan Harbor
Stevenside, IL 72187",276541.83
73370.47,5.91,5.84,4.42,47740.76,1275676.98,"066 Harding Parkways Apt. 630
Port Maureenton, AK 70008-1762",288614.7
82768.61,7.14,7.06,4.2,23581.39,1476989.18,"5989 Garner Crossroad
Russomouth, AR 83930",351664.09
68368.04,5.83,7.06,5.13,22033.12,796289.31,"652 Watson Path Suite 152
Melindabury, OK 63979-5988",155222.09
67041.97,6.02,5.35,3.39,15633.1,707345.06,"71769 Sutton Club Suite 330
Clinefurt, HI 85853-2402",208656.36
55507.31,7.15,8.06,6.22,44669.46,1318231.42,"93686 Moore Manors Apt. 987
Tiffanyfort, FM 47355",211934.31
43795.31,6.45,7.88,6.5,48114.02,1020861.34,"36191 Gregory Estates Apt. 886
West Karen, MH 34042",157055.59
67754.69,5.18,7.59,5.23,51905.89,1527691.7,"9235 Russell Mount
East Patrickborough, KY 41599",292101.66
78088.22,5.18,8.36,3.33,33389.76,1536234.71,"2399 Beth Parkways
Michellefort, KS 95918",461331.74
67909.38,7.52,6.51,4.03,36742.34,1482123.62,"57071 Craig Radial Apt. 853
Cookfurt, ID 84624",367772.61
51967.24,5.59,7.11,5.1,21454.2,657169.3,"USNS Johnson
FPO AP 84758-0245",128856.73
81707.24,5.21,6.56,4.49,37968.89,1390200.22,"PSC 1698, Box 7149
APO AA 62613",309621.43
59865.77,4.64,6.39,4.21,30905.02,613788.32,"3823 Fischer Fork
Port Joshua, ND 21648",145792.95
61544.58,2.92,7.79,3.01,30699.39,677772.35,"687 Leslie Mall
North Jayhaven, LA 83023",225173.54
80228.6,5.06,8.77,3.29,27255.25,1535946.64,"PSC 7102, Box 1708
APO AA 74372-2883",466853.08
60865.4,5.49,6.23,4.46,43351.37,990004.73,"107 Chelsea Mountains
Lopezmouth, OR 00850",221974.15
